Hash,orion,hera,gaeac6
1c5a9f12,2008,266,197
aba31a4e,508,262,256
b81282e5,508,262,256
5a297a6e,321,271,208
ff162f36,383,383,204
9e4778cd,277,261,204
4a566203,386,265,268
4f0111b2,262,262,257
c0d4de3c,261,265,198
7cc588ae,266,324,204
9b9a6304,383,327,196
4e75e7b4,261,263,194
69d03840,263,384,194
0d1af3e3,323,263,194
6ece76a2,264,265,203
c5f801e4,263,264,208
f7d8b0cd,265,267,2088
a8c1628d,268,572,195
3113a5f4,805,323,197
306e2531,1823,326,194
5304e090,266,267,196
9dc31e49,268,516,196
9c754c7a,263,330,197
6cb9e1d5,264,324,194
ad1c0d2d,263,262,1275
89337494,268,261,198
443df8e2,265,271,1636
38da98cd,260,868,255
d57779ff,261,321,194
ee3d52d3,260,265,195
a498735b,265,263,675
0682f90c,,262,195
b9d2bec5,628,265,196
33cde4b2,628,265,196
3a5e52ee,448,269,315
c7412fa0,261,265,268
5324d642,266,265,218
76471dc6,1646,262,254
241dd8e3,272,261,195
29500891,263,265,195
e1193704,262,267,195
6ec6b458,262,265,
409bc85b,323,265,
63ace62a,562,262,
a3c3bb58,263,263,
144ccb03,1045,442,
33b3c187,867,263,
c0367fdf,262,265,
6b0f5165,279,567,
29c2703c,261,263,
